CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"5323","St Joseph's College, Toowoomba","Toowoomba ","--","--","--","164","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","574","560","576","578","587","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94%","90%","94%","94%","99%"
"5366","St Joseph's Nudgee College","Boondall ","--","128","86","232","--","--","--","--","--","524","484","518","526","522","553","520","551","561","563","583","564","578","572","606","--","--","--","--","--","99%","98%","99%","100%","100%","98%","94%","95%","97%","99%","93%","82%","92%","93%","97%"
"5074","St Joseph's Primary School (Corinda)","Corinda ","62","53","30","--","454","445","448","467","443","513","482","523","534","503","584","559","590","611","601","--","--","--","--","--","100%","100%","100%","98%","100%","100%","94%","100%","98%","96%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5075","St Joseph's Primary School (Kangaroo Point)","Kangaroo Point ","50","23","9","--","448","410","412","441","416","516","479","491","481","483","576","550","593","617","601","--","--","--","--","--","96%","100%","94%","98%","100%","95%","91%","100%","91%","91%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5384","St Joseph's Primary School (Nambour)","Nambour ","58","59","54","--","422","412","402","439","396","526","473","490","511","497","559","516","541","559","556","--","--","--","--","--","92%","98%","96%","96%","98%","96%","95%","96%","100%","100%","100%","98%","98%","100%","100%","--","--","--","--","--"
"5278","St Joseph's School (Atherton)","Atherton ","25","25","18","--","431","402","403","416","383","500","467","492","497","466","562","527","537","570","541","--","--","--","--","--","96%","100%","100%","100%","100%","96%","92%","96%","96%","92%","83%","83%","83%","78%","88%","--","--","--","--","--"
"5073","St Joseph's School (Bardon)","Bardon ","78","31","17","--","443","418","424","461","435","548","498","541","547","536","630","559","579","614","646","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","97%","100%","94%","100%","100%","100%","--","--","--","--","--"
"5279","St Joseph's School (Cairns)","Parramatta Park ","56","55","25","--","411","386","391","423","402","508","455","500","505","506","535","527","561","535","541","--","--","--","--","--","91%","96%","91%","96%","96%","96%","85%","93%","95%","93%","96%","96%","96%","92%","100%","--","--","--","--","--"
"5122","St Joseph's School (Childers)","Childers ","19","7","7","--","392","345","392","387","377","504","480","477","524","481","544","506","546","506","524","--","--","--","--","--","100%","93%","100%","93%","93%","100%","100%","100%","100%","100%","100%","86%","100%","71%","100%","--","--","--","--","--"
"5168","St Joseph's School (Chinchilla)","Chinchilla ","26","23","20","--","410","402","383","446","410","464","430","460","454","439","528","485","502","513","532","--","--","--","--","--","84%","100%","92%","100%","100%","100%","83%","96%","83%","82%","95%","90%","90%","85%","95%","--","--","--","--","--"
"5247","St Joseph's School (Cloncurry)","Cloncurry ","24","19","11","7","406","356","396","395","361","543","495","520","514","537","524","515","503","537","533","563","520","524","528","551","92%","87%","100%","96%","100%","100%","100%","100%","100%","100%","82%","82%","82%","82%","100%","86%","71%","71%","71%","86%"
"5123","St Joseph's School (Gayndah)","Gayndah ","16","12","5","--","364","372","382","334","347","473","443","444","448","458","533","465","525","529","581","--","--","--","--","--","81%","100%","100%","81%","88%","83%","91%","91%","82%","100%","100%","60%","100%","100%","80%","--","--","--","--","--"
"5076","St Joseph's School (Ipswich North)","North Ipswich ","54","57","27","--","375","368","349","376","367","484","454","467","488","465","558","485","535","540","550","--","--","--","--","--","84%","98%","86%","94%","92%","96%","95%","96%","96%","98%","100%","89%","96%","100%","100%","--","--","--","--","--"
"5170","St Joseph's School (Millmerran)","Millmerran ","13","11","3","--","394","396","419","399","418","497","442","516","497","464","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","82%","82%","91%","100%","91%","^","^","^","^","^","--","--","--","--","--"
"5250","St Joseph's School (Mount Isa)","Mount Isa ","45","49","39","--","399","383","403","404","392","494","441","499","488","477","533","511","521","510","516","--","--","--","--","--","86%","93%","95%","93%","100%","90%","88%","94%","96%","96%","89%","84%","81%","81%","95%","--","--","--","--","--"
"5248","St Joseph's School (Mundingburra)","Mundingburra ","55","57","44","--","448","410","423","457","416","547","500","529","551","538","546","525","548","543","560","--","--","--","--","--","96%","98%","94%","98%","94%","96%","98%","96%","95%","98%","100%","98%","95%","100%","98%","--","--","--","--","--"
"5124","St Joseph's School (Murgon)","Murgon ","18","18","8","--","330","335","333","339","338","459","439","453","462","463","543","522","549","528","558","--","--","--","--","--","78%","89%","83%","78%","72%","89%","94%","89%","72%","78%","88%","88%","100%","88%","100%","--","--","--","--","--"
"5251","St Joseph's School (North Ward)","North Ward ","49","53","40","--","429","386","398","428","409","503","471","495","521","493","547","515","554","543","561","--","--","--","--","--","93%","98%","100%","98%","98%","96%","92%","96%","100%","96%","97%","92%","92%","97%","100%","--","--","--","--","--"
"5078","St Joseph's School (Nundah)","Nundah ","33","16","11","--","412","398","436","427","402","483","471","487","481","476","591","568","553","561","575","--","--","--","--","--","90%","100%","100%","97%","100%","87%","100%","86%","86%","93%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5172","St Joseph's School (Tara)","Tara ","6","3","4","--","^","^","^","^","^","*","*","*","*","*","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","*","*","*","*","*","^","^","^","^","^","--","--","--","--","--"
"5398","St Joseph's School, Stanthorpe","Stanthorpe ","30","26","30","40","429","426","421","453","433","531","476","502","509","515","546","512","558","543","562","599","583","608","594","592","97%","100%","100%","100%","100%","100%","100%","100%","100%","100%","97%","93%","97%","90%","97%","100%","97%","100%","100%","100%"
"5079","St Joseph's Tobruk Memorial School (Beenleigh)","Beenleigh ","60","61","31","--","408","410","395","412","406","480","474","495","480","453","536","513","546","530","517","--","--","--","--","--","97%","98%","93%","97%","98%","93%","98%","95%","93%","95%","100%","97%","100%","97%","100%","--","--","--","--","--"
"5136","St Kevin's School (Benowa)","Benowa ","86","78","68","--","423","411","428","452","422","508","479","508","517","504","563","541","565","569","582","--","--","--","--","--","98%","96%","99%","99%","99%","100%","97%","99%","99%","99%","99%","100%","99%","100%","100%","--","--","--","--","--"
"5081","St Kevin's School (Geebung)","Geebung ","47","34","25","--","448","439","446","460","420","497","479","505","498","484","541","520","546","529","534","--","--","--","--","--","100%","100%","100%","100%","98%","94%","88%","97%","97%","100%","100%","100%","96%","100%","100%","--","--","--","--","--"
"5082","St Kieran's School (Brighton)","Brighton ","57","39","12","--","428","419","412","446","402","474","446","470","496","453","521","514","510","524","492","--","--","--","--","--","100%","98%","96%","100%","98%","97%","85%","92%","97%","97%","100%","100%","92%","92%","92%","--","--","--","--","--"
"5226","St Kieran's School (Mount Isa)","Mount Isa ","22","19","13","--","380","344","356","412","363","487","413","472","478","456","474","465","483","493","498","--","--","--","--","--","86%","86%","90%","95%","95%","94%","72%","89%","89%","95%","85%","85%","77%","77%","85%","--","--","--","--","--"
"5306","St Laurence's College","South Brisbane ","--","121","119","264","--","--","--","--","--","527","476","498","520","510","551","502","538","547","563","583","544","592","584","613","--","--","--","--","--","99%","96%","96%","98%","99%","98%","96%","96%","98%","98%","92%","78%","95%","91%","100%"
"103","St Lawrence State School","St Lawrence ","--","1","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5458","St Luke's Anglican School","Bundaberg ","54","53","48","84","449","435","436","470","421","518","474","500","529","495","550","523","539","551","554","600","564","602","599","608","100%","100%","100%","100%","100%","98%","96%","100%","98%","100%","96%","94%","100%","98%","96%","100%","85%","95%","94%","100%"
"5601","St Luke's Catholic Parish School (Capalaba)","Capalaba ","45","45","25","--","421","398","397","431","398","504","456","497","496","484","524","512","509","513","514","--","--","--","--","--","100%","100%","100%","100%","100%","95%","86%","95%","93%","91%","100%","92%","96%","92%","100%","--","--","--","--","--"
"5429","St Margaret Mary's College","Hermit Park ","--","--","--","150","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","588","573","583","579","584","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","99%","91%","97%","97%","100%"
"5450","St Margaret's Anglican Girls School","Ascot ","27","53","47","101","469","437","446","498","440","547","512","519","567","529","587","558","566","617","608","620","609","619","623","621","100%","100%","96%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","98%","100%","97%","96%","99%","99%","100%"
"5176","St Maria Goretti School (Inglewood)","Inglewood ","4","2","2","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"5086","St Mark's School (Inala)","Inala ","60","63","30","--","399","354","406","385","371","469","426","503","467","460","519","489","550","519","541","--","--","--","--","--","97%","95%","93%","93%","97%","92%","73%","92%","87%","95%","89%","89%","93%","89%","100%","--","--","--","--","--"
"5087","St Martin's School (Carina)","Carina ","110","56","39","--","444","415","430","443","423","515","502","510","537","504","570","558","570","580","585","--","--","--","--","--","97%","100%","99%","100%","98%","96%","96%","94%","96%","98%","100%","100%","100%","97%","100%","--","--","--","--","--"
"596","St Mary MacKillop Primary School","Birkdale ","81","72","65","--","444","418","411","445","408","517","485","497","519","504","556","536","536","533","549","--","--","--","--","--","100%","100%","99%","100%","99%","100%","99%","96%","99%","100%","98%","98%","93%","97%","100%","--","--","--","--","--"
"5011","St Mary of the Cross School","Windsor ","5","8","2","--","366","323","347","386","381","417","414","460","429","402","^","^","^","^","^","--","--","--","--","--","80%","100%","80%","100%","100%","86%","71%","86%","86%","86%","^","^","^","^","^","--","--","--","--","--"
"5439","St Mary's Catholic College, Woree","Woree ","--","--","--","153","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","575","540","580","573","586","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93%","85%","92%","91%","98%"
"5213","St Mary's Catholic Primary School (Bundaberg)","Bundaberg ","53","57","23","--","379","351","361","398","364","497","452","487","496","478","555","520","557","549","571","--","--","--","--","--","87%","88%","88%","92%","88%","98%","96%","94%","100%","98%","100%","91%","100%","91%","100%","--","--","--","--","--"
"5215","St Mary's Catholic Primary School (Mackay)","Mackay South ","47","51","28","--","430","386","417","434","405","500","455","484","513","516","534","525","542","557","566","--","--","--","--","--","96%","100%","93%","98%","100%","98%","88%","98%","96%","98%","100%","96%","96%","96%","96%","--","--","--","--","--"
"5214","St Mary's Catholic Primary School (Rockhampton North)","North Rockhampton ","49","51","20","--","417","398","422","437","396","501","457","502","517","486","547","485","526","525","506","--","--","--","--","--","100%","100%","98%","98%","100%","90%","84%","94%","96%","94%","100%","89%","95%","89%","100%","--","--","--","--","--"
"5368","St Mary's College, Ipswich","Woodend ","--","--","--","140","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","581","566","588","580","578","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94%","93%","96%","94%","96%"
"5386","St Mary's College, Maryborough","Maryborough ","--","--","--","82","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","586","555","586","581","598","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","89%","84%","89%","90%","98%"
