CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"622","Sunbury State School","Maryborough","35","44","--","--","386","383","374","426","372","461","454","478","479","463","--","--","--","--","--","--","--","--","--","--","94%","94%","87%","100%","97%","90%","78%","90%","76%","88%","--","--","--","--","--","--","--","--","--","--"
"5864","Suncoast Christian College","Woombye","48","59","74","89","424","433","411","447","407","502","492","494","504","497","558","533","556","557","553","587","575","577","582","589","98%","96%","98%","96%","100%","98%","100%","100%","98%","98%","97%","95%","96%","95%","97%","98%","90%","93%","95%","99%"
"1889","Sunnybank Hills State School","Sunnybank Hills","170","139","--","--","441","454","450","512","450","543","520","560","602","560","--","--","--","--","--","--","--","--","--","--","99%","99%","99%","98%","98%","95%","96%","98%","97%","99%","--","--","--","--","--","--","--","--","--","--"
"3078","Sunnybank Special School","Sunnybank","1","7","5","5","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2080","Sunnybank State High School","Sunnybank","--","--","86","89","--","--","--","--","--","--","--","--","--","--","497","452","507","477","496","518","482","524","500","543","--","--","--","--","--","--","--","--","--","--","87%","69%","78%","67%","92%","70%","55%","68%","63%","88%"
"62","Sunnybank State School","Sunnybank","45","45","--","--","390","383","384","389","368","445","428","459","450","450","--","--","--","--","--","--","--","--","--","--","89%","91%","86%","91%","98%","84%","72%","86%","84%","88%","--","--","--","--","--","--","--","--","--","--"
"965","Sunset State School","Sunset Mount Isa","25","33","--","--","367","376","355","386","325","424","403","418","416","413","--","--","--","--","--","--","--","--","--","--","81%","89%","88%","88%","82%","80%","68%","71%","54%","68%","--","--","--","--","--","--","--","--","--","--"
"2108","Sunshine Beach State High School","Sunshine Beach","--","--","224","239","--","--","--","--","--","--","--","--","--","--","547","519","553","545","546","566","518","572","549","577","--","--","--","--","--","--","--","--","--","--","99%","93%","97%","97%","98%","92%","71%","94%","84%","97%"
"1917","Sunshine Beach State School","Sunshine Beach","101","94","--","--","430","433","396","447","417","536","510","511","538","536","--","--","--","--","--","--","--","--","--","--","98%","99%","97%","99%","100%","100%","99%","98%","99%","100%","--","--","--","--","--","--","--","--","--","--"
"599","Sunshine Coast Grammar School","Forest Glen","97","104","110","120","460","427","439","463","434","543","512","523","540","521","581","551","577","589","593","625","608","628","624","651","100%","99%","100%","100%","100%","97%","99%","99%","98%","98%","100%","98%","99%","100%","100%","100%","98%","100%","99%","100%"
"142","Surat State School","Surat","12","6","5","2","440","419","429","437","384","462","467","487","494","443","^","^","^","^","^","^","^","^","^","^","92%","92%","92%","92%","91%","100%","100%","100%","100%","100%","^","^","^","^","^","^","^","^","^","^"
"1295","Surfers Paradise State School","Isle Of Capri","118","103","--","--","416","416","403","431","391","502","462","504","501","489","--","--","--","--","--","--","--","--","--","--","93%","93%","93%","94%","90%","92%","86%","92%","91%","94%","--","--","--","--","--","--","--","--","--","--"
"1595","Swayneville State School","Sarina","14","8","--","--","399","355","400","408","402","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","83%","79%","92%","92%","83%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1096","Taabinga State School","Kingaroy","56","68","--","--","381","350","354","382","366","467","439","468","482","466","--","--","--","--","--","--","--","--","--","--","84%","93%","80%","89%","91%","94%","82%","89%","91%","97%","--","--","--","--","--","--","--","--","--","--"
"2114","Tagai State College","Thursday Island","--","--","87","66","--","--","--","--","--","--","--","--","--","--","467","406","500","439","464","486","428","529","483","514","--","--","--","--","--","--","--","--","--","--","90%","40%","83%","58%","88%","56%","26%","72%","50%","86%"
"1944","Tagai State College - Darnley Island Campus","Via Thursday Island","11","5","--","--","334","355","352","323","281","362","374","402","357","376","--","--","--","--","--","--","--","--","--","--","100%","82%","90%","90%","55%","20%","40%","60%","20%","60%","--","--","--","--","--","--","--","--","--","--"
"1953","Tagai State College - St Pauls Campus","Via Thursday Island","5","5","--","--","299","390","363","332","330","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","60%","100%","80%","100%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"463","Tagai State College - Thursday Island Primary Campus","Thursday Island","45","47","--","--","326","352","353","340","323","426","404","449","425","410","--","--","--","--","--","--","--","--","--","--","70%","91%","77%","84%","86%","77%","53%","90%","80%","78%","--","--","--","--","--","--","--","--","--","--"
"1112","Taigum State School","Taigum","63","54","--","--","382","394","388","396","361","498","471","506","503","473","--","--","--","--","--","--","--","--","--","--","90%","96%","88%","94%","85%","100%","89%","95%","93%","95%","--","--","--","--","--","--","--","--","--","--"
"462","Talara Primary College","Currimundi","155","134","--","--","427","403","391","439","405","519","485","498","519","510","--","--","--","--","--","--","--","--","--","--","95%","97%","95%","97%","95%","99%","92%","95%","99%","98%","--","--","--","--","--","--","--","--","--","--"
"201","Tallebudgera State School","Tallebudgera","120","101","--","--","425","420","413","464","418","499","488","488","506","506","--","--","--","--","--","--","--","--","--","--","99%","98%","98%","97%","100%","99%","97%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"1615","Talwood State School","Talwood","5","6","--","--","401","409","348","422","425","508","494","485","521","543","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","83%","83%","100%","--","--","--","--","--","--","--","--","--","--"
"150","Tambo State School","Tambo","11","9","5","4","398","381","352","399","361","535","466","509","505","499","544","459","526","562","556","^","^","^","^","^","100%","100%","91%","100%","100%","100%","100%","100%","100%","100%","100%","80%","80%","80%","100%","^","^","^","^","^"
"9","Tamborine Mountain College","North Tamborine","14","15","45","54","413","414","373","407","384","545","470","498","522","502","560","529","569","561","546","596","554","593","589","586","100%","100%","100%","92%","100%","100%","100%","100%","100%","100%","97%","97%","97%","94%","100%","97%","83%","93%","95%","100%"
"2265","Tamborine Mountain State High School","North Tamborine","--","--","178","155","--","--","--","--","--","--","--","--","--","--","549","509","546","554","542","594","570","595","613","608","--","--","--","--","--","--","--","--","--","--","100%","91%","95%","94%","99%","98%","95%","97%","100%","100%"
"913","Tamborine Mountain State School","North Tamborine","89","87","--","--","433","436","406","441","409","512","460","491","510","485","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","98%","97%","97%","94%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"1252","Tamrookum State School","Tamrookum Via Beaudesert","20","25","--","--","340","370","358","366","362","446","442","440","461","462","--","--","--","--","--","--","--","--","--","--","90%","100%","90%","80%","95%","92%","88%","84%","84%","100%","--","--","--","--","--","--","--","--","--","--"
"1446","Tanduringie State School","Maidenwell","3","8","--","--","^","^","^","^","^","509","481","488","530","515","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","100%","75%","88%","100%","88%","--","--","--","--","--","--","--","--","--","--"
"231","Tannum Sands State High School","Tannum Sands","--","--","201","203","--","--","--","--","--","--","--","--","--","--","537","505","537","546","548","567","541","569","568","590","--","--","--","--","--","--","--","--","--","--","97%","87%","90%","92%","97%","92%","76%","90%","91%","99%"
"1921","Tannum Sands State School","Tannum Sands","104","118","--","--","443","430","415","479","419","490","471","496","511","486","--","--","--","--","--","--","--","--","--","--","95%","98%","96%","97%","97%","95%","96%","96%","96%","96%","--","--","--","--","--","--","--","--","--","--"
"295","Tannymorel State School","Tannymorel","--","2","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1357","Tara Shire State College","Tara","35","34","34","41","353","349","360","355","343","403","438","417","415","408","495","418","481","482","482","557","488","544","525","542","79%","91%","85%","85%","88%","73%","80%","70%","67%","80%","93%","55%","72%","76%","89%","94%","38%","81%","84%","97%"
"271","Tarampa State School","Tarampa","20","13","--","--","433","414","436","441","410","462","456","494","497","477","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","95%","90%","89%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"1992","Taranganba State School","Yeppoon","100","85","--","--","399","408","389","424","371","499","479","492","513","493","--","--","--","--","--","--","--","--","--","--","90%","91%","88%","90%","89%","91%","85%","89%","91%","95%","--","--","--","--","--","--","--","--","--","--"
"105","Taroom State School","Taroom","15","17","18","15","392","393","417","415","365","505","488","490","530","497","524","517","497","525","515","565","574","573","554","594","100%","93%","100%","93%","86%","100%","100%","100%","100%","94%","100%","94%","71%","94%","100%","100%","93%","86%","86%","100%"
"494","Teelba State School","Via Glenmorgan","3","2","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"106","Tent Hill Lower State School","Lower Tenthill Via Gatton","8","11","--","--","372","358","362","416","363","470","443","465","479","457","--","--","--","--","--","--","--","--","--","--","75%","88%","88%","88%","100%","100%","82%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"181","Tewantin State School","Tewantin","87","90","--","--","432","396","398","436","407","499","480","487","507","501","--","--","--","--","--","--","--","--","--","--","99%","100%","100%","99%","99%","96%","95%","96%","96%","100%","--","--","--","--","--","--","--","--","--","--"
"437","Texas P-10 State School","Texas","23","17","17","14","405","358","376","364","379","466","444","450","465","464","538","486","511","504","559","593","542","592","554","575","100%","87%","100%","78%","95%","94%","94%","94%","94%","100%","100%","82%","88%","82%","100%","93%","79%","86%","71%","92%"
"1573","Thabeban State School","Via Bundaberg","23","17","--","--","361","311","310","344","337","425","408","414","426","447","--","--","--","--","--","--","--","--","--","--","74%","70%","65%","74%","91%","86%","86%","93%","86%","100%","--","--","--","--","--","--","--","--","--","--"
"1278","Thallon State School","Thallon","4","4","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1840","Thangool State School","Thangool","25","8","--","--","402","400","387","414","371","493","485","501","510","482","--","--","--","--","--","--","--","--","--","--","92%","96%","92%","88%","92%","100%","100%","100%","88%","100%","--","--","--","--","--","--","--","--","--","--"
"409","Thargomindah State School","Thargomindah","6","2","--","--","340","387","369","396","375","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","83%","100%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5436","The Cathedral College, Rockhampton","Rockhampton","--","--","207","206","--","--","--","--","--","--","--","--","--","--","545","511","540","537","537","583","538","585","569","586","--","--","--","--","--","--","--","--","--","--","100%","94%","94%","96%","100%","98%","85%","94%","94%","97%"
"5454","The Cathedral School","Mundingburra","50","61","100","114","457","416","429","473","439","540","503","512","541","532","577","533","560","562","576","599","558","586","585","607","98%","100%","98%","100%","98%","98%","98%","98%","98%","98%","100%","95%","97%","95%","100%","96%","84%","95%","94%","100%"
