loan_id,certificate_number,origination_date,settlement_date,vintage_year,lender,lender_channel,state,suburb,postcode,property_type,borrower_type,employment_type,lvr,lvr_band,property_value,loan_amount,insured_amount,premium_amount,loan_status
LMI11835,CERT-2019-01835,2019-08-22,2019-09-18,2019,Commonwealth Bank,Mortgage Broker,VIC,Bendigo,3145,House,Owner Occupier,Self-Employed,97.12,95%+,1043000,1013000,1013000,30400,Default
LMI11836,CERT-2023-01836,2023-09-12,2023-10-11,2023,Westpac,Bank Branch,QLD,Logan,4207,Apartment,First Home Buyer,PAYG,85.69,85-90%,461000,395000,395000,5550,Active
LMI11837,CERT-2021-01837,2021-01-01,2021-02-02,2021,Westpac,Online / Direct,NSW,Bondi,2100,Apartment,Owner Occupier,Contract,85.9,85-90%,1121000,962900,962900,13500,Active
LMI11838,CERT-2023-01838,2023-10-09,2023-11-09,2023,Commonwealth Bank,Bank Branch,VIC,Frankston,3220,Townhouse,First Home Buyer,PAYG,90.85,90-95%,1299000,1180100,1180100,24800,Active
LMI11839,CERT-2020-01839,2020-01-13,2020-02-16,2020,Bendigo Bank,Online / Direct,NSW,Wollongong,2090,Townhouse,First Home Buyer,Self-Employed,93.53,90-95%,1322000,1236500,1236500,25950,Closed
LMI11840,CERT-2019-01840,2019-09-06,2019-10-15,2019,NAB,Mortgage Broker,NSW,Liverpool,2010,House,First Home Buyer,PAYG,84.07,80-85%,972000,817200,817200,7350,Active
LMI11841,CERT-2023-01841,2023-04-30,2023-06-13,2023,Macquarie,Mortgage Broker,QLD,Logan,4700,Apartment,Owner Occupier,PAYG,90.14,90-95%,737000,664300,664300,13950,Active
LMI11842,CERT-2019-01842,2019-10-05,2019-11-05,2019,Bendigo Bank,Mortgage Broker,VIC,Craigieburn,3175,House,Owner Occupier,Self-Employed,92.74,90-95%,1239000,1149000,1149000,24150,Claim Paid
LMI11843,CERT-2021-01843,2021-05-07,2021-06-15,2021,ING,Mortgage Broker,NSW,Liverpool,2060,Townhouse,Owner Occupier,PAYG,97.78,95%+,1269000,1240800,1240800,37200,In Arrears
LMI11844,CERT-2020-01844,2020-08-24,2020-09-07,2020,Commonwealth Bank,Online / Direct,NSW,Chatswood,2020,House,Owner Occupier,PAYG,86.21,85-90%,1483000,1278500,1278500,17900,Active
LMI11845,CERT-2019-01845,2019-05-06,2019-06-15,2019,Westpac,Bank Branch,QLD,Logan,4122,Townhouse,First Home Buyer,Self-Employed,94.07,90-95%,777000,730900,730900,15350,Closed
LMI11846,CERT-2022-01846,2022-02-06,2022-03-09,2022,NAB,Bank Branch,NSW,Blacktown,2000,Apartment,First Home Buyer,PAYG,83.83,80-85%,888000,744400,744400,6700,Active
LMI11847,CERT-2024-01847,2024-04-04,2024-04-23,2024,Commonwealth Bank,Mortgage Broker,NSW,Chatswood,2150,Land,First Home Buyer,Self-Employed,88.54,85-90%,847000,749900,749900,10500,Active
LMI11848,CERT-2022-01848,2022-06-25,2022-07-13,2022,Macquarie,Bank Branch,NSW,Penrith,2100,Apartment,Refinancer,PAYG,86.82,85-90%,1689000,1466400,1466400,20550,Active
LMI11849,CERT-2021-01849,2021-02-28,2021-03-18,2021,Westpac,Bank Branch,QLD,Townsville,4350,House,Investor,PAYG,89.14,85-90%,774000,689900,689900,9650,Active
LMI11850,CERT-2021-01850,2021-09-10,2021-10-18,2021,Commonwealth Bank,Bank Branch,NSW,Maitland,2150,House,First Home Buyer,PAYG,90.96,90-95%,1488000,1353500,1353500,28400,Closed
LMI11851,CERT-2023-01851,2023-08-12,2023-09-07,2023,Macquarie,Bank Branch,VIC,Geelong,3175,House,Owner Occupier,PAYG,80.42,80-85%,1018000,818700,818700,7350,In Arrears
LMI11852,CERT-2023-01852,2023-03-06,2023-04-01,2023,ANZ,Mortgage Broker,NSW,Chatswood,2090,Townhouse,First Home Buyer,PAYG,85.97,85-90%,1012000,870000,870000,12200,Active
LMI11853,CERT-2021-01853,2021-06-12,2021-07-12,2021,Commonwealth Bank,Bank Branch,NSW,Penrith,2100,House,Owner Occupier,PAYG,96.63,95%+,1510000,1459100,1459100,43750,Closed
LMI11854,CERT-2020-01854,2020-07-04,2020-07-31,2020,Suncorp,Online / Direct,NSW,Blacktown,2100,Apartment,Investor,Self-Employed,85.2,85-90%,1087000,926100,926100,12950,Closed
LMI11855,CERT-2024-01855,2024-03-01,2024-04-14,2024,Westpac,Online / Direct,ACT,Forde,2603,Apartment,Owner Occupier,PAYG,94.41,90-95%,1067000,1007400,1007400,21150,Active
LMI11856,CERT-2021-01856,2021-04-09,2021-05-14,2021,Commonwealth Bank,Mortgage Broker,NSW,Liverpool,2200,Apartment,First Home Buyer,PAYG,84.32,80-85%,768000,647600,647600,5850,Closed
LMI11857,CERT-2020-01857,2020-08-06,2020-09-14,2020,ANZ,Mortgage Broker,VIC,Craigieburn,3145,House,Owner Occupier,PAYG,89.68,85-90%,1060000,950600,950600,13300,Active
LMI11858,CERT-2023-01858,2023-11-04,2023-12-15,2023,Westpac,Bank Branch,QLD,Rockhampton,4069,House,Investor,Self-Employed,90.21,90-95%,730000,658500,658500,13850,In Arrears
LMI11859,CERT-2024-01859,2024-04-20,2024-06-01,2024,Westpac,Bank Branch,NSW,Newcastle,2100,Apartment,First Home Buyer,Self-Employed,97.18,95%+,831000,807600,807600,24250,Active
LMI11860,CERT-2021-01860,2021-10-03,2021-11-04,2021,NAB,Online / Direct,VIC,Ballarat,3011,House,Investor,Contract,66.44,≤80%,768000,510300,510300,2550,Closed
LMI11861,CERT-2024-01861,2024-03-12,2024-04-12,2024,Macquarie,Mortgage Broker,VIC,Bendigo,3220,Apartment,Investor,PAYG,89.43,85-90%,813000,727100,727100,10200,Active
LMI11862,CERT-2023-01862,2023-03-15,2023-04-14,2023,ANZ,Mortgage Broker,NSW,Parramatta,2150,House,Investor,Self-Employed,77.37,≤80%,1693000,1309900,1309900,6550,Active
LMI11863,CERT-2020-01863,2020-11-07,2020-11-24,2020,AMP Bank,Mortgage Broker,NSW,Bondi,2100,House,First Home Buyer,Self-Employed,97.55,95%+,1779000,1735400,1735400,52050,Active
LMI11864,CERT-2023-01864,2023-04-07,2023-05-06,2023,Westpac,Mortgage Broker,VIC,St Kilda,3011,House,Owner Occupier,PAYG,93.18,90-95%,952000,887100,887100,18650,Active
LMI11865,CERT-2019-01865,2019-02-14,2019-03-05,2019,Westpac,Online / Direct,VIC,Craigieburn,3121,Apartment,First Home Buyer,Self-Employed,77.6,≤80%,1192000,925000,925000,4600,Active
LMI11866,CERT-2024-01866,2024-01-31,2024-03-16,2024,Bendigo Bank,Mortgage Broker,QLD,Brisbane CBD,4179,House,First Home Buyer,PAYG,86.91,85-90%,664000,577100,577100,8100,Active
LMI11867,CERT-2020-01867,2020-03-08,2020-04-07,2020,Commonwealth Bank,Bank Branch,VIC,St Kilda,3350,House,Refinancer,PAYG,88.43,85-90%,870000,769300,769300,10750,Active
LMI11868,CERT-2023-01868,2023-01-02,2023-01-19,2023,Westpac,Online / Direct,VIC,Box Hill,3004,House,Investor,PAYG,90.54,90-95%,903000,817600,817600,17150,Active
LMI11869,CERT-2021-01869,2021-03-14,2021-04-25,2021,ANZ,Mortgage Broker,VIC,Craigieburn,3168,Apartment,Refinancer,Self-Employed,81.3,80-85%,967000,786200,786200,7100,Active
LMI11870,CERT-2024-01870,2024-04-11,2024-05-13,2024,Westpac,Bank Branch,VIC,Craigieburn,3008,Apartment,Investor,Self-Employed,93.29,90-95%,1184000,1104600,1104600,23200,Active
LMI11871,CERT-2021-01871,2021-09-02,2021-10-10,2021,Commonwealth Bank,Online / Direct,WA,Mandurah,6018,House,First Home Buyer,PAYG,97.37,95%+,599000,583200,583200,17500,Active
LMI11872,CERT-2020-01872,2020-10-11,2020-11-24,2020,Commonwealth Bank,Bank Branch,VIC,Craigieburn,3175,Apartment,Owner Occupier,PAYG,80.53,80-85%,1132000,911600,911600,8200,Active
LMI11873,CERT-2023-01873,2023-01-26,2023-02-18,2023,Commonwealth Bank,Online / Direct,NSW,Campbelltown,2090,Apartment,Owner Occupier,PAYG,87.05,85-90%,982000,854800,854800,11950,Active
LMI11874,CERT-2023-01874,2023-11-07,2023-11-29,2023,NAB,Online / Direct,NSW,Chatswood,2000,Apartment,Investor,PAYG,97.75,95%+,1737000,1697900,1697900,50950,Active
LMI11875,CERT-2019-01875,2019-06-11,2019-06-29,2019,Macquarie,Bank Branch,VIC,Bendigo,3220,Apartment,Investor,PAYG,92.9,90-95%,623000,578800,578800,12150,Active
LMI11876,CERT-2019-01876,2019-06-14,2019-07-03,2019,ING,Mortgage Broker,VIC,St Kilda,3011,House,Owner Occupier,PAYG,86.64,85-90%,974000,843900,843900,11800,Active
LMI11877,CERT-2021-01877,2021-11-11,2021-12-21,2021,ANZ,Mortgage Broker,NSW,Bondi,2170,Apartment,Investor,PAYG,89.62,85-90%,1272000,1140000,1140000,15950,Active
LMI11878,CERT-2021-01878,2021-02-02,2021-02-24,2021,ANZ,Mortgage Broker,WA,Perth CBD,6027,House,First Home Buyer,PAYG,90.18,90-95%,553000,498700,498700,10450,Closed
LMI11879,CERT-2020-01879,2020-01-16,2020-03-01,2020,NAB,Mortgage Broker,NSW,Wollongong,2090,House,Investor,PAYG,92.91,90-95%,1177000,1093600,1093600,22950,Active
LMI11880,CERT-2021-01880,2021-12-25,2022-02-01,2021,Bendigo Bank,Bank Branch,NSW,Wollongong,2090,House,First Home Buyer,PAYG,84.39,80-85%,1126000,950200,950200,8550,Active
LMI11881,CERT-2020-01881,2020-09-04,2020-10-07,2020,Commonwealth Bank,Online / Direct,QLD,Cairns,4069,Apartment,Owner Occupier,Contract,86.38,85-90%,859000,742000,742000,10400,Default
LMI11882,CERT-2023-01882,2023-09-13,2023-10-19,2023,NAB,Online / Direct,NSW,Chatswood,2500,House,Investor,Self-Employed,88.26,85-90%,1791000,1580700,1580700,22150,Active
LMI11883,CERT-2020-01883,2020-02-21,2020-03-29,2020,Westpac,Bank Branch,VIC,Werribee,3070,Townhouse,Owner Occupier,PAYG,80.54,80-85%,635000,511400,511400,4600,Active
LMI11884,CERT-2024-01884,2024-03-31,2024-05-07,2024,ANZ,Mortgage Broker,WA,Kalgoorlie,6065,Apartment,Owner Occupier,Self-Employed,89.76,85-90%,680000,610400,610400,8550,Active
LMI11885,CERT-2024-01885,2024-06-16,2024-07-04,2024,Westpac,Mortgage Broker,VIC,Ringwood,3168,Apartment,Refinancer,PAYG,93.42,90-95%,1240000,1158400,1158400,24350,Active
LMI11886,CERT-2022-01886,2022-01-06,2022-02-02,2022,ANZ,Online / Direct,VIC,Ballarat,3011,House,Investor,Self-Employed,90.97,90-95%,1259000,1145300,1145300,24050,In Arrears
LMI11887,CERT-2019-01887,2019-05-14,2019-06-13,2019,ANZ,Mortgage Broker,QLD,Redcliffe,4010,House,First Home Buyer,PAYG,97.89,95%+,879000,860500,860500,25800,In Arrears
LMI11888,CERT-2020-01888,2020-05-10,2020-05-27,2020,Westpac,Mortgage Broker,WA,Kalgoorlie,6003,House,First Home Buyer,PAYG,88.75,85-90%,775000,687800,687800,9650,Active
LMI11889,CERT-2020-01889,2020-11-11,2020-12-17,2020,Commonwealth Bank,Bank Branch,QLD,Townsville,4101,House,First Home Buyer,PAYG,81.32,80-85%,612000,497700,497700,4500,Closed
LMI11890,CERT-2022-01890,2022-06-16,2022-07-26,2022,Westpac,Mortgage Broker,NSW,Campbelltown,2300,Apartment,Owner Occupier,Self-Employed,94.48,90-95%,1109000,1047800,1047800,22000,Active
LMI11891,CERT-2023-01891,2023-05-23,2023-06-17,2023,Bendigo Bank,Mortgage Broker,NSW,Maitland,2150,House,First Home Buyer,PAYG,95.98,95%+,1365000,1310100,1310100,39300,In Arrears
LMI11892,CERT-2019-01892,2019-07-30,2019-08-14,2019,Westpac,Mortgage Broker,NSW,Bondi,2500,Apartment,First Home Buyer,PAYG,93.7,90-95%,1173000,1099100,1099100,23100,In Arrears
LMI11893,CERT-2021-01893,2021-12-14,2022-01-05,2021,Westpac,Bank Branch,QLD,Gold Coast,4700,Apartment,Investor,PAYG,93.54,90-95%,505000,472400,472400,9900,Active
LMI11894,CERT-2022-01894,2022-07-30,2022-09-07,2022,Macquarie,Online / Direct,NSW,Maitland,2750,House,First Home Buyer,PAYG,91.84,90-95%,904000,830200,830200,17450,Active
LMI11895,CERT-2019-01895,2019-01-08,2019-01-22,2019,NAB,Online / Direct,VIC,Footscray,3220,Apartment,Owner Occupier,Self-Employed,95.35,95%+,829000,790500,790500,23700,In Arrears
LMI11896,CERT-2019-01896,2019-11-20,2019-12-13,2019,Westpac,Mortgage Broker,VIC,Werribee,3055,House,Investor,PAYG,88.55,85-90%,602000,533100,533100,7450,Closed
LMI11897,CERT-2020-01897,2020-08-27,2020-10-01,2020,Bendigo Bank,Mortgage Broker,SA,Salisbury,5290,House,Investor,Contract,81.81,80-85%,419000,342800,342800,3100,Active
LMI11898,CERT-2019-01898,2019-03-31,2019-05-02,2019,Commonwealth Bank,Mortgage Broker,SA,Port Augusta,5008,Apartment,Investor,PAYG,89.05,85-90%,554000,493300,493300,6900,Closed
LMI11899,CERT-2024-01899,2024-06-01,2024-07-06,2024,NAB,Online / Direct,SA,Mount Gambier,5034,House,First Home Buyer,PAYG,89.9,85-90%,365000,328100,328100,4600,Active
LMI11900,CERT-2021-01900,2021-03-07,2021-04-11,2021,ANZ,Mortgage Broker,QLD,Mackay,4051,Townhouse,Owner Occupier,Self-Employed,80.56,80-85%,752000,605800,605800,5450,Closed
LMI11901,CERT-2022-01901,2022-06-10,2022-07-09,2022,NAB,Online / Direct,VIC,Ringwood,3000,House,Owner Occupier,Self-Employed,94.57,90-95%,633000,598600,598600,12550,Active
LMI11902,CERT-2022-01902,2022-02-12,2022-03-22,2022,NAB,Mortgage Broker,ACT,Woden,2617,Townhouse,Investor,PAYG,94.35,90-95%,625000,589700,589700,12400,Active
LMI11903,CERT-2023-01903,2023-04-06,2023-05-06,2023,Commonwealth Bank,Bank Branch,NSW,Bondi,2100,Apartment,First Home Buyer,PAYG,69.94,≤80%,1645000,1150500,1150500,5750,Active
LMI11904,CERT-2022-01904,2022-02-27,2022-03-16,2022,ANZ,Mortgage Broker,QLD,Sunshine Coast,4179,Townhouse,Refinancer,PAYG,82.35,80-85%,927000,763400,763400,6850,Active
LMI11905,CERT-2023-01905,2023-02-01,2023-03-01,2023,Macquarie,Bank Branch,NSW,Sydney CBD,2170,House,Owner Occupier,Self-Employed,82.87,80-85%,856000,709400,709400,6400,Active
LMI11906,CERT-2020-01906,2020-11-10,2020-12-18,2020,Macquarie,Online / Direct,VIC,Bendigo,3008,House,First Home Buyer,Self-Employed,94.19,90-95%,1076000,1013500,1013500,21300,In Arrears
LMI11907,CERT-2019-01907,2019-01-04,2019-01-25,2019,Bendigo Bank,Mortgage Broker,VIC,Ringwood,3000,House,Owner Occupier,PAYG,82.73,80-85%,959000,793400,793400,7150,Active
LMI11908,CERT-2021-01908,2021-10-11,2021-10-26,2021,ANZ,Bank Branch,WA,Joondalup,6100,House,First Home Buyer,PAYG,87.11,85-90%,667000,581000,581000,8150,Active
LMI11909,CERT-2020-01909,2020-02-15,2020-03-05,2020,ANZ,Bank Branch,NSW,Campbelltown,2500,House,Owner Occupier,PAYG,81.85,80-85%,1733000,1418500,1418500,12750,Active
LMI11910,CERT-2022-01910,2022-11-05,2022-11-23,2022,NAB,Online / Direct,QLD,Ipswich,4207,House,Owner Occupier,Self-Employed,95.35,95%+,794000,757100,757100,22700,Active
LMI11911,CERT-2022-01911,2022-06-21,2022-08-05,2022,Westpac,Mortgage Broker,WA,Albany,6018,House,First Home Buyer,PAYG,93.97,90-95%,579000,544100,544100,11450,Active
LMI11912,CERT-2021-01912,2021-12-20,2022-01-30,2021,ING,Mortgage Broker,NSW,Maitland,2000,House,First Home Buyer,Self-Employed,82.08,80-85%,977000,801900,801900,7200,Active
LMI11913,CERT-2023-01913,2023-04-03,2023-05-07,2023,Bank of Queensland,Bank Branch,VIC,Frankston,3008,House,Investor,Self-Employed,80.28,80-85%,994000,798000,798000,7200,Active
LMI11914,CERT-2021-01914,2021-09-09,2021-10-17,2021,NAB,Mortgage Broker,NSW,Gosford,2300,Apartment,Refinancer,Self-Employed,93.04,90-95%,1163000,1082100,1082100,22700,In Arrears
LMI11915,CERT-2023-01915,2023-06-14,2023-07-11,2023,Macquarie,Mortgage Broker,WA,Fremantle,6000,House,Investor,PAYG,95.9,95%+,472000,452600,452600,13600,Active
LMI11916,CERT-2021-01916,2021-09-22,2021-10-12,2021,Commonwealth Bank,Bank Branch,WA,Armadale,6000,House,Owner Occupier,PAYG,89.94,85-90%,816000,733900,733900,10250,Active
LMI11917,CERT-2021-01917,2021-04-05,2021-04-27,2021,Bank of Queensland,Online / Direct,WA,Bunbury,6010,House,Owner Occupier,PAYG,97.49,95%+,613000,597600,597600,17950,Default
LMI11918,CERT-2020-01918,2020-12-15,2021-01-24,2020,NAB,Bank Branch,QLD,Logan,4207,House,Investor,PAYG,94.12,90-95%,656000,617400,617400,12950,Closed
LMI11919,CERT-2023-01919,2023-09-14,2023-10-11,2023,ANZ,Online / Direct,NSW,Wollongong,2300,House,First Home Buyer,PAYG,93.94,90-95%,1322000,1241900,1241900,26100,Active
LMI11920,CERT-2021-01920,2021-01-29,2021-03-09,2021,Westpac,Mortgage Broker,NSW,Sydney CBD,2150,Apartment,Investor,Self-Employed,89.72,85-90%,1236000,1108900,1108900,15500,Active
LMI11921,CERT-2022-01921,2022-03-12,2022-04-01,2022,Westpac,Bank Branch,NSW,Campbelltown,2170,Apartment,First Home Buyer,PAYG,92.86,90-95%,1376000,1277800,1277800,26850,In Arrears
LMI11922,CERT-2022-01922,2022-10-08,2022-10-28,2022,ANZ,Mortgage Broker,NSW,Blacktown,2200,House,Investor,PAYG,91.76,90-95%,1184000,1086400,1086400,22800,Active
LMI11923,CERT-2020-01923,2020-12-18,2021-01-25,2020,Westpac,Mortgage Broker,VIC,Bendigo,3000,House,Investor,PAYG,87.28,85-90%,1142000,996700,996700,13950,Active
LMI11924,CERT-2022-01924,2022-01-04,2022-02-17,2022,Commonwealth Bank,Bank Branch,WA,Albany,6050,House,Owner Occupier,Self-Employed,83.85,80-85%,689000,577700,577700,5200,Active
LMI11925,CERT-2024-01925,2024-04-28,2024-05-27,2024,ANZ,Mortgage Broker,WA,Armadale,6010,Land,Owner Occupier,PAYG,82.08,80-85%,520000,426800,426800,3850,Active
LMI11926,CERT-2023-01926,2023-10-25,2023-11-22,2023,NAB,Mortgage Broker,SA,Murray Bridge,5034,Apartment,Owner Occupier,PAYG,92.37,90-95%,634000,585600,585600,12300,Active
LMI11927,CERT-2021-01927,2021-10-21,2021-11-25,2021,NAB,Mortgage Broker,NSW,Penrith,2100,House,First Home Buyer,PAYG,96.46,95%+,1153000,1112200,1112200,33350,In Arrears
LMI11928,CERT-2022-01928,2022-09-24,2022-10-28,2022,ING,Mortgage Broker,WA,Armadale,6100,House,Investor,Self-Employed,86.15,85-90%,451000,388500,388500,5450,Active
LMI11929,CERT-2022-01929,2022-05-09,2022-06-11,2022,NAB,Mortgage Broker,QLD,Gold Coast,4207,House,Investor,PAYG,92.48,90-95%,861000,796300,796300,16700,Active
LMI11930,CERT-2020-01930,2020-02-01,2020-03-12,2020,Westpac,Bank Branch,SA,Port Augusta,5290,House,First Home Buyer,Self-Employed,90.68,90-95%,412000,373600,373600,7850,Closed
LMI11931,CERT-2020-01931,2020-06-05,2020-07-20,2020,Suncorp,Bank Branch,NT,Katherine,0880,House,First Home Buyer,PAYG,88.61,85-90%,507000,449300,449300,6300,Closed
LMI11932,CERT-2020-01932,2020-08-03,2020-09-09,2020,ANZ,Mortgage Broker,NSW,Liverpool,2000,House,Owner Occupier,PAYG,92.55,90-95%,1491000,1379900,1379900,29000,Active
LMI11933,CERT-2021-01933,2021-06-16,2021-07-02,2021,Commonwealth Bank,Mortgage Broker,NSW,Maitland,2090,Apartment,First Home Buyer,PAYG,93.81,90-95%,1735000,1627600,1627600,34200,Closed
LMI11934,CERT-2019-01934,2019-11-16,2019-12-07,2019,ANZ,Mortgage Broker,NSW,Chatswood,2060,House,Owner Occupier,PAYG,84.53,80-85%,1529000,1292500,1292500,11650,Closed
LMI11935,CERT-2020-01935,2020-05-06,2020-06-12,2020,Commonwealth Bank,Bank Branch,VIC,Ringwood,3175,House,Owner Occupier,PAYG,82.2,80-85%,1213000,997100,997100,8950,Closed
LMI11936,CERT-2020-01936,2020-12-08,2020-12-28,2020,ANZ,Online / Direct,QLD,Brisbane CBD,4051,House,Owner Occupier,PAYG,95.77,95%+,819000,784400,784400,23550,Active
LMI11937,CERT-2024-01937,2024-03-05,2024-04-02,2024,Westpac,Mortgage Broker,VIC,Craigieburn,3350,Townhouse,Refinancer,PAYG,89.27,85-90%,806000,719500,719500,10050,Active
LMI11938,CERT-2024-01938,2024-06-16,2024-06-30,2024,Macquarie,Mortgage Broker,TAS,Glenorchy,7011,House,Investor,PAYG,83.86,80-85%,513000,430200,430200,3850,Active
LMI11939,CERT-2020-01939,2020-01-07,2020-02-16,2020,Macquarie,Bank Branch,NSW,Bondi,2090,Townhouse,Investor,PAYG,84.26,80-85%,976000,822400,822400,7400,Closed
LMI11940,CERT-2019-01940,2019-09-16,2019-10-08,2019,NAB,Bank Branch,VIC,Footscray,3055,House,First Home Buyer,Contract,85.53,85-90%,1269000,1085400,1085400,15200,Active
LMI11941,CERT-2023-01941,2023-07-09,2023-08-01,2023,Suncorp,Mortgage Broker,VIC,Ringwood,3055,House,First Home Buyer,PAYG,92.78,90-95%,1187000,1101300,1101300,23150,Active
LMI11942,CERT-2021-01942,2021-02-06,2021-03-12,2021,ANZ,Online / Direct,VIC,St Kilda,3004,Townhouse,First Home Buyer,PAYG,86.15,85-90%,782000,673700,673700,9450,Active
LMI11943,CERT-2022-01943,2022-11-08,2022-12-13,2022,ANZ,Mortgage Broker,SA,Morphett Vale,5290,House,Investor,Self-Employed,84.84,80-85%,403000,341900,341900,3100,Active
LMI11944,CERT-2024-01944,2024-01-13,2024-02-13,2024,NAB,Bank Branch,VIC,Ringwood,3055,Townhouse,First Home Buyer,PAYG,92.73,90-95%,1201000,1113700,1113700,23400,Active
LMI11945,CERT-2024-01945,2024-01-16,2024-02-05,2024,Bank of Queensland,Bank Branch,NSW,Liverpool,2200,House,Owner Occupier,Self-Employed,89.88,85-90%,840000,755000,755000,10550,Active
LMI11946,CERT-2023-01946,2023-02-08,2023-02-22,2023,Commonwealth Bank,Mortgage Broker,SA,Gawler,5095,Apartment,First Home Buyer,Self-Employed,87.47,85-90%,717000,627200,627200,8800,Active
LMI11947,CERT-2022-01947,2022-11-12,2022-11-30,2022,Commonwealth Bank,Bank Branch,VIC,Box Hill,3004,House,Owner Occupier,PAYG,88.31,85-90%,1038000,916700,916700,12850,Active
LMI11948,CERT-2022-01948,2022-03-22,2022-04-19,2022,Westpac,Bank Branch,QLD,Sunshine Coast,4350,House,Owner Occupier,PAYG,82.01,80-85%,444000,364100,364100,3300,Active
LMI11949,CERT-2021-01949,2021-04-01,2021-04-17,2021,Commonwealth Bank,Mortgage Broker,VIC,Footscray,3175,House,Investor,PAYG,83.1,80-85%,812000,674800,674800,6050,Closed
LMI11950,CERT-2019-01950,2019-02-01,2019-03-01,2019,ING,Mortgage Broker,VIC,St Kilda,3004,House,Owner Occupier,Self-Employed,92.48,90-95%,795000,735200,735200,15450,Closed
LMI11951,CERT-2022-01951,2022-01-20,2022-02-12,2022,Westpac,Bank Branch,VIC,Box Hill,3000,House,First Home Buyer,PAYG,86.02,85-90%,997000,857600,857600,12000,Active
LMI11952,CERT-2023-01952,2023-11-27,2024-01-01,2023,Commonwealth Bank,Mortgage Broker,QLD,Sunshine Coast,4000,Apartment,Investor,PAYG,85.78,85-90%,925000,793500,793500,11100,Active
LMI11953,CERT-2019-01953,2019-01-22,2019-02-14,2019,Commonwealth Bank,Mortgage Broker,VIC,Werribee,3070,House,Owner Occupier,PAYG,86.45,85-90%,1203000,1040000,1040000,14550,Active
LMI11954,CERT-2023-01954,2023-12-19,2024-01-22,2023,Westpac,Bank Branch,NSW,Penrith,2100,Apartment,First Home Buyer,PAYG,87.3,85-90%,1639000,1430800,1430800,20050,Active
LMI11955,CERT-2023-01955,2023-07-13,2023-08-01,2023,ANZ,Mortgage Broker,NSW,Parramatta,2060,Townhouse,Owner Occupier,PAYG,80.33,80-85%,883000,709300,709300,6400,Active
LMI11956,CERT-2023-01956,2023-04-03,2023-05-16,2023,NAB,Bank Branch,VIC,Box Hill,3004,House,Owner Occupier,Contract,96.08,95%+,652000,626400,626400,18800,Active
LMI11957,CERT-2024-01957,2024-02-07,2024-03-16,2024,ANZ,Bank Branch,WA,Rockingham,6050,Apartment,Owner Occupier,PAYG,85.73,85-90%,382000,327500,327500,4600,Active
LMI11958,CERT-2023-01958,2023-03-29,2023-05-11,2023,Westpac,Bank Branch,NSW,Chatswood,2170,House,First Home Buyer,PAYG,86.37,85-90%,1545000,1334400,1334400,18700,Active
LMI11959,CERT-2023-01959,2023-06-25,2023-08-07,2023,NAB,Mortgage Broker,SA,Mount Gambier,5011,House,First Home Buyer,PAYG,94.66,90-95%,600000,568000,568000,11950,Active
LMI11960,CERT-2023-01960,2023-01-25,2023-03-08,2023,AMP Bank,Mortgage Broker,VIC,Ballarat,3145,Apartment,First Home Buyer,PAYG,89.16,85-90%,820000,731100,731100,10250,Active
